"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"371","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202907","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"372","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202845","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"373","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202847","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"374","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202848","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"375","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202852","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"376","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202862","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"377","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202849","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"378","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202853","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"379","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202855","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"380","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202857","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"381","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202858","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"382","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202854","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"383","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202864","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"384","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202844","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"385","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202820","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"386","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202819","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"387","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202825","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"388","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202826","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"389","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202821","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"390","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202829","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"391","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202828","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"392","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202830","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"393","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202831","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"394","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202833","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"395","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202834","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"396","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202840","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"397","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202846","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"398","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202842","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"399","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202841","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","23-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"400","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202874","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"401","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202850","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"402","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202931","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"403","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202838","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"404","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202839","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"405","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202875","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"406","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202904","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"407","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202922","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"408","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202921","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"409","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202920","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"410","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202926","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"411","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202925","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"412","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202924","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"413","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202923","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"414","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202932","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"415","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202930","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"416","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202929","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"417","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202940","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"418","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202939","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"419","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202938","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"420","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202937","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"421","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202936","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"422","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202934","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"423","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202944","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"424","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202906","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"425","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202943","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"426","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202861","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"427","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202903","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"428","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202902","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","24-Jul-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"429","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202905","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","01-Aug-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"430","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202897","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","01-Aug-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"431","Uttar Pradesh","Lighting of public spaces","WS/MP198/2025-2026/202872","KHERI(DISTRICT MAGISTRAE KHERI_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","01-Aug-2026","JAI AMBAY SUPPLIERS","Payment In-Progress","11523"
"432","Jammu And Kashmir","Construction of boundary walls of existing public and community buildings","WS/MP839/2025-2026/222782","SAMBA(Deputy Commissioner Samba_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","01-Sep-2026","SHAMS DIN","Payment In-Progress","115000"
"433","Rajasthan","Construction of boundary walls of existing public and community buildings","WS/MP148/2024-2025/133081","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","21-Aug-2026","AMBAY CONSTRUCTION CO","Payment In-Progress","664147"
"434","Karnataka","Construction of common work sheds/ common covered sitting area","WS/MP086/2025-2026/230880","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","03-Sep-2026","THE SHRI MAHADEV COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LTD HARSOLA","Payment In-Progress","556775"
"435","Madhya Pradesh","Purchase of mobile water tankers","WS/MP18316/2026-2027/266894","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","05-Aug-2026","M P STATE AGRO INDUSTRIES  DEVELOPEMENT CORPORATION LTD","Payment In-Progress","190930"
"436","Madhya Pradesh","Purchase of mobile water tankers","WS/MP18316/2026-2027/266895","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","05-Aug-2026","M P STATE AGRO INDUSTRIES  DEVELOPEMENT CORPORATION LTD","Payment In-Progress","190930"
"437","Madhya Pradesh","Purchase of mobile water tankers","WS/MP18316/2026-2027/266896","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","05-Aug-2026","M P STATE AGRO INDUSTRIES  DEVELOPEMENT CORPORATION LTD","Payment In-Progress","190930"
"438","Madhya Pradesh","Purchase of mobile water tankers","WS/MP18316/2026-2027/266897","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","05-Aug-2026","M P STATE AGRO INDUSTRIES  DEVELOPEMENT CORPORATION LTD","Payment In-Progress","190930"
"439","Madhya Pradesh","Purchase of mobile water tankers","WS/MP18316/2026-2027/266893","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","05-Aug-2026","M P STATE AGRO INDUSTRIES  DEVELOPEMENT CORPORATION LTD","Payment In-Progress","381860"
"440","Madhya Pradesh","Purchase of mobile water tankers","WS/MP18316/2026-2027/266892","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","05-Aug-2026","M P STATE AGRO INDUSTRIES  DEVELOPEMENT CORPORATION LTD","Payment In-Progress","381860"
"441","Madhya Pradesh","Purchase of mobile water tankers","WS/MP18316/2026-2027/279503","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","05-Aug-2026","M P STATE AGRO INDUSTRIES  DEVELOPEMENT CORPORATION LTD","Payment In-Progress","381860"
"442","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2026-2027/243518","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","18-Aug-2026","CONST COMT OF HIRAPARA ROAD SID","Payment In-Progress","600000"
"443","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18319/2026-2027/286806","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","29-Aug-2026","NEELAMSETTY SIVA VENKATA RAMANA","Payment In-Progress","494587"
"444","Rajasthan","Providing drains and gutters for public drainage","WS/MP145/2025-2026/232978","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","28-Jul-2026","AMAR SUKH TRADING COMPANY","Payment In-Progress","232099"
"445","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/288246","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Surjeet Singh","Payment In-Progress","39000"
"446","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP101/2026-2027/299059","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","22-Aug-2026","ABHILASH K K","Payment In-Progress","964189"
"447","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP18334/2024-2025/152225","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","28-Jul-2026","Siddavatam Rama Devi VLC President","Payment In-Progress","392055"
"448","Rajasthan","Construction of community centers and community halls","WS/MP148/2025-2026/202896","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","29-Aug-2026","Gopal singh","Payment In-Progress","4275"
"449","Rajasthan","Construction of community centers and community halls","WS/MP148/2025-2026/202896","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","29-Aug-2026","Sajjan Kanwar","Payment In-Progress","4275"
